ID,join_date
11101,2013-04-15
5329,2013-09-27
9384,2013-06-12
5956,2013-10-16
10430,2013-10-09
7072,2013-03-29
6516,2013-03-18
5682,2013-03-23
7458,2013-03-06
7761,2013-08-01
3560,2013-05-12
7235,2013-12-09
2281,2013-09-15
6974,2013-12-31
7938,2013-10-03
7094,2013-12-25
3667,2013-02-28
3870,2013-02-09
5909,2013-09-19
10470,2013-03-15
10270,2013-10-03
6406,2013-10-28
7573,2013-05-10
221,2013-04-27
20,2013-09-01
8786,2013-05-26
10582,2013-07-03
1915,2013-12-12
8897,2013-04-24
2371,2013-04-13
6825,2013-03-06
1072,2013-08-30
2461,2013-12-18
10736,2013-09-12
10219,2013-06-18
6299,2013-01-02
6543,2013-01-15
3479,2013-07-19
11075,2013-10-29
4442,2013-04-05
199,2013-01-20
3749,2013-03-02
8523,2013-12-14
310,2013-12-13
8629,2013-03-26
236,2013-01-19
9930,2013-11-05
3483,2013-04-06
4599,2013-11-04
7352,2013-10-21
2350,2013-03-22
9145,2013-04-06
2964,2013-10-16
5585,2013-04-20
3732,2013-02-04
6303,2013-11-23
7034,2013-09-01
9493,2013-05-05
1143,2013-08-08
3855,2013-04-18
5536,2013-05-22
5989,2013-04-16
9499,2013-05-07
6768,2013-01-12
2150,2013-05-11
4887,2013-11-22
3321,2013-05-05
11003,2013-10-02
10402,2013-02-14
9904,2013-03-29
6141,2013-04-25
10856,2013-07-02
4186,2013-08-05
5332,2013-07-27
2895,2013-10-23
10262,2013-05-10
7848,2013-06-13
1456,2013-04-01
425,2013-02-19
1031,2013-05-05
9553,2013-01-09
4120,2013-12-17
2036,2013-06-11
115,2013-03-26
4259,2013-09-24
8687,2013-05-06
10140,2013-09-28
7631,2013-10-06
4789,2013-09-17
773,2013-06-30
10602,2013-02-14
3270,2013-01-17
8916,2013-07-23
4597,2013-07-02
8086,2013-12-11
8825,2013-04-01
2930,2013-12-16
1928,2013-02-09
8800,2013-02-01
5519,2013-08-07
7037,2013-08-11
905,2013-10-22
8624,2013-02-06
8945,2013-08-16
6445,2013-07-14
2727,2013-12-04
6404,2013-03-24
10150,2013-11-21
1968,2013-12-02
7053,2013-06-29
4654,2013-11-07
9760,2013-01-25
1048,2013-07-14
9308,2013-05-11
10505,2013-12-26
8362,2013-08-07
2625,2013-11-17
4637,2013-05-18
4483,2013-04-17
4487,2013-01-24
3139,2013-12-30
10673,2013-11-17
1628,2013-10-24
1204,2013-05-22
3673,2013-07-14
760,2013-08-09
8957,2013-06-10
4128,2013-07-20
6810,2013-05-28
5386,2013-03-04
8405,2013-09-30
6515,2013-12-06
5320,2013-01-29
5048,2013-05-11
10031,2013-02-10
9665,2013-04-27
2456,2013-10-14
7801,2013-09-12
10489,2013-08-19
2620,2013-04-13
1734,2013-01-17
6357,2013-11-17
1600,2013-10-11
5407,2013-09-12
2166,2013-07-12
6634,2013-08-07
3056,2013-10-14
5718,2013-08-15
6872,2013-08-21
8164,2013-11-25
4580,2013-10-25
9305,2013-05-12
8492,2013-11-09
1212,2013-08-13
9097,2013-11-03
7962,2013-10-09
9984,2013-03-27
5527,2013-02-13
6374,2013-05-17
7453,2013-02-02
241,2013-05-12
6119,2013-05-10
1710,2013-03-07
8562,2013-05-28
3158,2013-01-03
4436,2013-02-20
2445,2013-07-07
6059,2013-03-04
8911,2013-04-08
3706,2013-08-21
3628,2013-01-29
10175,2013-08-01
5204,2013-06-29
9220,2013-01-17
5263,2013-01-22
67,2013-09-18
5863,2013-05-29
6287,2013-07-30
4754,2013-09-25
4002,2013-10-13
966,2013-07-05
4475,2013-02-16
5740,2013-02-14
5731,2013-04-05
8104,2013-08-09
11013,2013-03-31
3759,2013-07-25
1162,2013-01-10
10832,2013-07-18
6421,2013-07-03
4207,2013-05-01
577,2013-08-20
3081,2013-04-22
9523,2013-08-17
6072,2013-02-02
6295,2013-02-04
10914,2013-10-12
1509,2013-01-04
4944,2013-08-23
9080,2013-06-22
9964,2013-08-07
1109,2013-04-23
6001,2013-01-02
5538,2013-10-08
10552,2013-05-20
1545,2013-08-02
7409,2013-10-26
146,2013-11-15
10065,2013-08-03
375,2013-02-25
1524,2013-03-01
11010,2013-08-30
4356,2013-08-28
3885,2013-10-16
1175,2013-09-20
880,2013-01-16
2320,2013-09-12
850,2013-10-06
675,2013-05-17
5025,2013-12-24
8977,2013-01-12
4756,2013-12-20
3412,2013-01-15
606,2013-10-10
2894,2013-10-29
8015,2013-05-03
11166,2013-02-02
849,2013-06-20
523,2013-01-31
8414,2013-08-17
819,2013-11-05
749,2013-11-19
7755,2013-11-12
1453,2013-07-06
967,2013-07-21
640,2013-03-11
5922,2013-10-13
3598,2013-05-23
6116,2013-07-05
10486,2013-05-29
8686,2013-01-08
1604,2013-11-13
10669,2013-05-17
2918,2013-04-13
359,2013-01-13
8387,2013-01-05
1829,2013-01-19
3839,2013-05-03
2292,2013-08-02
10466,2013-08-22
9855,2013-08-25
2245,2013-04-22
6283,2013-04-21
2246,2013-09-01
6606,2013-03-31
837,2013-09-11
9500,2013-01-25
3602,2013-12-31
2995,2013-08-17
1118,2013-02-20
7789,2013-11-22
3068,2013-10-29
945,2013-05-22
5644,2013-10-12
7192,2013-04-15
2324,2013-10-27
697,2013-03-12
1506,2013-06-28
232,2013-07-17
4500,2013-10-06
9739,2013-01-19
1176,2013-09-22
1627,2013-01-26
938,2013-07-30
2740,2013-09-22
257,2013-04-28
4058,2013-10-12
8210,2013-08-15
6230,2013-02-15
7325,2013-06-29
1502,2013-03-21
9757,2013-10-04
6918,2013-07-04
286,2013-11-29
1921,2013-10-03
803,2013-04-05
9606,2013-08-27
8534,2013-07-16
5153,2013-02-22
961,2013-09-12
5011,2013-10-18
2147,2013-08-16
3979,2013-05-22
6049,2013-12-05
8147,2013-07-06
3910,2013-10-08
11114,2013-02-08
5429,2013-08-20
7488,2013-01-22
635,2013-03-19
10319,2013-02-26
2296,2013-12-16
10637,2013-01-01
907,2013-11-29
7384,2013-07-21
5267,2013-03-14
2516,2013-06-08
9010,2013-02-10
4808,2013-09-05
5068,2013-07-31
7128,2013-12-07
1663,2013-10-25
5543,2013-06-24
5336,2013-06-04
6024,2013-03-04
3099,2013-02-25
5841,2013-06-28
3972,2013-04-03
6658,2013-07-22
10260,2013-08-26
7143,2013-11-06
6197,2013-04-20
4554,2013-10-01
1920,2013-07-29
1650,2013-04-22
10377,2013-06-06
9212,2013-02-14
839,2013-09-25
4246,2013-12-12
158,2013-11-17
1945,2013-09-18
5147,2013-07-29
11039,2013-09-17
9495,2013-05-08
2173,2013-10-16
2253,2013-02-16
5181,2013-03-20
979,2013-02-20
10390,2013-02-10
4698,2013-06-20
7793,2013-08-31
1745,2013-05-03
10590,2013-03-30
5080,2013-10-21
3834,2013-03-17
7912,2013-04-22
1065,2013-12-29
7275,2013-10-04
1384,2013-11-23
9967,2013-05-30
10507,2013-07-25
2698,2013-11-07
3231,2013-11-25
4096,2013-12-26
9140,2013-12-25
10258,2013-05-06
4743,2013-03-03
1542,2013-12-30
6770,2013-08-20
8773,2013-06-25
10475,2013-04-01
7514,2013-07-03
8702,2013-08-20
8216,2013-10-11
8140,2013-10-03
4405,2013-07-30
3421,2013-04-21
5491,2013-04-11
8402,2013-12-17
9121,2013-05-20
2678,2013-02-13
6376,2013-06-10
524,2013-01-16
7000,2013-10-13
2428,2013-05-04
8254,2013-04-13
2836,2013-09-16
1362,2013-03-04
7152,2013-04-05
9349,2013-12-19
274,2013-12-23
3388,2013-10-30
922,2013-05-04
2518,2013-01-25
3220,2013-02-14
5967,2013-07-18
1183,2013-09-21
1553,2013-09-27
4682,2013-10-15
1232,2013-10-25
5788,2013-02-17
6246,2013-11-13
5975,2013-09-30
2157,2013-01-12
9483,2013-08-19
5074,2013-07-08
10524,2013-06-20
4690,2013-02-13
7521,2013-05-12
4406,2013-01-16
9672,2013-12-21
4864,2013-05-02
4706,2013-04-27
3697,2013-02-12
4220,2013-11-02
5286,2013-10-28
2849,2013-04-01
3102,2013-10-16
5868,2013-08-22
9988,2013-03-03
9743,2013-01-11
5763,2013-11-10
3478,2013-06-24
7494,2013-01-21
1763,2013-07-27
7250,2013-10-01
2005,2013-12-11
6885,2013-12-01
6318,2013-01-13
4093,2013-02-11
851,2013-07-09
3967,2013-10-25
10128,2013-06-08
3865,2013-04-30
6310,2013-09-09
10380,2013-09-20
4278,2013-06-03
8643,2013-05-26
11110,2013-04-13
3536,2013-03-24
125,2013-05-15
451,2013-12-20
10530,2013-12-07
8920,2013-01-12
3852,2013-03-08
73,2013-05-26
10212,2013-01-13
6365,2013-09-02
591,2013-01-20
2217,2013-03-29
2544,2013-10-12
7791,2013-09-15
4037,2013-06-14
6642,2013-01-23
2793,2013-07-21
5424,2013-02-14
879,2013-11-04
1497,2013-01-19
1081,2013-03-27
8135,2013-10-28
4967,2013-03-29
8175,2013-06-21
6257,2013-01-23
9952,2013-12-11
3503,2013-12-02
5892,2013-04-10
2612,2013-12-24
5185,2013-02-14
2262,2013-08-26
3409,2013-10-15
5272,2013-06-27
2565,2013-06-01
800,2013-08-30
5062,2013-07-27
8969,2013-01-16
4656,2013-03-30
9242,2013-08-17
1764,2013-08-09
6215,2013-12-29
10099,2013-10-05
5423,2013-10-27
8286,2013-08-20
9668,2013-01-12
6097,2013-01-16
7019,2013-01-23
252,2013-03-17
3276,2013-10-25
3859,2013-08-31
3570,2013-10-21
10207,2013-06-19
10906,2013-10-08
3427,2013-04-12
5209,2013-06-17
10711,2013-10-02
2814,2013-06-27
1665,2013-09-23
3829,2013-12-10
10141,2013-05-10
5177,2013-12-12
6409,2013-05-18
4931,2013-04-29
13,2013-07-22
2285,2013-05-28
1378,2013-07-24
1165,2013-05-02
1404,2013-05-15
8299,2013-09-11
6437,2013-06-19
6912,2013-08-20
7327,2013-12-29
5299,2013-11-19
4127,2013-02-22
8143,2013-07-30
1964,2013-09-05
3690,2013-01-11
3433,2013-06-03
1170,2013-03-25
6347,2013-06-27
4065,2013-02-12
1215,2013-10-08
10323,2013-10-25
2570,2013-07-23
9256,2013-01-04
295,2013-07-19
7397,2013-07-19
6349,2013-07-06
10790,2013-02-19
550,2013-05-23
10742,2013-02-27
5294,2013-11-20
8799,2013-09-23
7832,2013-08-28
2202,2013-04-09
10091,2013-05-20
10640,2013-09-05
6742,2013-01-13
1172,2013-05-01
569,2013-12-14
1744,2013-01-07
1000,2013-03-08
3828,2013-02-17
4351,2013-04-27
2499,2013-05-06
10092,2013-02-18
5796,2013-11-26
1064,2013-12-11
7610,2013-04-18
10814,2013-01-16
9710,2013-01-20
7881,2013-09-28
5847,2013-05-29
737,2013-03-03
5092,2013-02-12
5394,2013-03-17
3798,2013-11-06
3524,2013-08-04
5883,2013-05-26
2118,2013-09-10
8812,2013-03-10
6616,2013-10-23
2797,2013-08-20
4328,2013-09-07
9167,2013-03-26
2631,2013-05-08
5534,2013-10-20
7592,2013-04-18
8584,2013-06-08
10477,2013-08-06
2681,2013-08-01
10678,2013-11-28
7261,2013-01-01
8008,2013-12-09
6173,2013-11-02
1419,2013-08-05
7960,2013-08-15
9905,2013-07-13
10691,2013-06-14
7002,2013-10-03
6289,2013-04-28
4168,2013-03-20
9284,2013-06-08
6237,2013-12-07
3130,2013-06-04
10513,2013-01-20
10177,2013-02-14
2549,2013-07-21
5782,2013-09-28
10057,2013-07-19
10307,2013-08-31
5684,2013-10-11
8334,2013-10-04
9166,2013-08-09
78,2013-09-15
5441,2013-08-25
5302,2013-02-15
4687,2013-05-23
1087,2013-05-22
6859,2013-10-08
9860,2013-03-15
7129,2013-02-17
10521,2013-09-11
7849,2013-09-09
332,2013-03-22
9576,2013-02-11
6906,2013-06-03
3170,2013-08-31
8527,2013-12-07
10595,2013-07-08
11148,2013-05-19
9595,2013-01-11
10163,2013-09-10
2886,2013-08-12
5316,2013-07-04
9029,2013-01-26
10241,2013-12-15
1630,2013-08-07
3254,2013-10-14
4227,2013-09-06
8602,2013-06-12
6715,2013-01-02
1570,2013-02-19
3426,2013-07-15
6461,2013-05-19
5113,2013-11-07
10858,2013-09-09
2961,2013-02-26
5790,2013-01-27
3578,2013-10-20
8780,2013-06-13
10789,2013-02-23
2337,2013-10-24
544,2013-05-11
17,2013-09-06
3265,2013-03-19
5623,2013-09-26
7101,2013-01-25
2326,2013-02-16
4385,2013-05-31
2929,2013-02-20
4994,2013-10-01
7966,2013-01-08
3112,2013-09-05
2181,2013-06-23
1518,2013-06-17
5734,2013-11-20
2878,2013-09-28
6200,2013-04-08
4827,2013-03-10
2478,2013-08-31
5138,2013-01-14
10868,2013-02-06
7842,2013-03-31
9955,2013-02-12
6663,2013-07-08
2162,2013-09-18
5626,2013-11-23
2109,2013-04-23
8925,2013-07-03
3009,2013-07-09
3517,2013-05-06
6203,2013-08-24
7165,2013-10-22
8537,2013-02-27
6281,2013-02-14
2452,2013-01-01
9507,2013-04-07
8360,2013-11-07
10311,2013-10-05
4867,2013-09-20
3032,2013-02-27
4470,2013-06-10
1406,2013-02-12
10821,2013-02-06
4552,2013-06-22
898,2013-10-21
10949,2013-12-16
8212,2013-03-28
6248,2013-10-17
4547,2013-04-17
5370,2013-01-16
4860,2013-03-08
10757,2013-12-24
9923,2013-09-18
7181,2013-11-07
405,2013-02-13
6870,2013-09-17
2002,2013-05-20
3657,2013-02-14
500,2013-08-06
1951,2013-01-27
4102,2013-03-29
7042,2013-03-01
10598,2013-04-15
6214,2013-04-05
4837,2013-02-16
4198,2013-03-12
153,2013-10-17
3945,2013-03-10
3799,2013-11-26
8625,2013-11-12
3491,2013-04-29
983,2013-09-28
9119,2013-12-05
5872,2013-06-01
6568,2013-03-28
5628,2013-02-08
5631,2013-05-02
8416,2013-11-29
5454,2013-12-01
5474,2013-11-30
10701,2013-09-11
2079,2013-12-27
626,2013-03-09
4426,2013-09-22
6673,2013-03-19
1071,2013-07-21
10061,2013-01-05
7187,2013-05-18
8775,2013-12-27
1612,2013-05-31
2345,2013-10-25
322,2013-01-12
123,2013-01-06
6103,2013-09-06
1655,2013-10-19
2406,2013-08-05
2712,2013-12-25
5517,2013-09-15
10643,2013-01-10
2254,2013-07-07
6958,2013-07-05
5079,2013-03-03
10339,2013-06-23
3117,2013-10-18
5396,2013-01-13
5250,2013-10-30
1052,2013-02-16
6507,2013-10-04
7901,2013-11-06
4865,2013-08-31
2686,2013-10-21
11031,2013-05-21
7428,2013-09-30
975,2013-05-28
5802,2013-02-28
6183,2013-06-10
5991,2013-06-08
9729,2013-06-02
3969,2013-11-01
1916,2013-07-24
9907,2013-12-04
87,2013-08-26
6262,2013-04-10
10067,2013-08-10
2088,2013-10-04
2493,2013-08-02
6292,2013-03-30
10104,2013-11-03
3006,2013-04-22
3919,2013-03-11
11181,2013-08-29
271,2013-10-02
7124,2013-02-01
9790,2013-11-23
7873,2013-07-06
10609,2013-10-12
6950,2013-12-15
7699,2013-10-02
2711,2013-06-27
977,2013-08-01
7313,2013-06-03
7600,2013-10-28
9706,2013-06-24
2429,2013-02-14
3520,2013-03-27
10394,2013-12-23
4548,2013-11-23
3968,2013-06-28
6721,2013-07-29
1772,2013-01-11
4377,2013-01-07
4541,2013-10-24
1321,2013-11-04
8858,2013-03-07
11187,2013-05-20
9723,2013-01-10
4418,2013-02-25
2656,2013-02-21
2980,2013-03-22
10722,2013-08-21
2632,2013-06-18
7620,2013-08-05
2736,2013-01-02
1876,2013-02-16
6168,2013-07-15
607,2013-02-13
9303,2013-07-30
736,2013-03-21
4838,2013-06-19
6261,2013-11-26
7366,2013-07-04
10659,2013-05-07
4478,2013-03-24
4201,2013-03-03
7004,2013-03-16
9432,2013-06-02
8372,2013-07-01
10870,2013-06-13
