ID,Kidhome,Income,Teenhome,Recency,Complain,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,join_date,YOB,education,martial_status
11181,0,156924.00000000,0,85,0,0,0,0,0,2,1,2,1,1,1,3,0,0,0,0,0,1,2020-08-29,1949-01-01,PhD,Married
3919,0,72309.00000000,0,64,0,5,6,8,3,960,0,883,50,38,0,3,0,0,0,0,0,1,2020-03-11,1976-01-01,Master,Single
3006,1,30992.00000000,0,83,0,1,0,3,7,17,0,14,7,3,2,3,0,0,0,0,0,1,2020-04-22,1976-01-01,Graduation,Divorced
10104,2,33590.00000000,1,65,0,1,0,2,7,4,0,2,0,0,2,3,0,0,0,0,0,1,2020-11-03,1974-01-01,Graduation,Together
1631,0,65220.00000000,0,3,0,8,4,7,6,890,63,292,0,25,12,3,0,0,0,0,0,1,2020-09-03,1965-01-01,PhD,Together
6292,0,82333.00000000,0,60,0,4,3,10,2,1311,0,359,46,89,17,3,0,0,0,0,0,1,2020-03-30,1986-01-01,PhD,Married
2493,0,61286.00000000,1,34,0,7,1,8,5,356,0,107,19,9,117,3,0,0,0,0,0,1,2020-08-02,1966-01-01,Graduation,Married
2088,0,84906.00000000,0,98,0,5,6,12,2,997,15,414,99,30,76,3,0,0,0,0,0,1,2020-10-04,1972-01-01,Graduation,Together
2115,1,50116.00000000,1,68,0,1,0,4,5,54,0,10,0,0,2,3,0,0,0,0,0,1,2020-06-20,1957-01-01,Graduation,Together
4915,0,53230.00000000,1,86,0,5,2,12,5,176,72,98,136,21,229,3,0,0,0,0,0,1,2020-08-03,1956-01-01,"2n Cycle",Married
7532,0,43586.00000000,1,26,0,3,0,4,8,99,2,11,4,0,16,3,0,0,0,0,0,1,2020-08-30,1980-01-01,Graduation,Married
10067,1,25176.00000000,1,79,0,1,0,2,7,4,0,4,0,0,5,3,0,0,0,0,0,1,2020-08-10,1976-01-01,"2n Cycle",Together
8832,1,37509.00000000,0,24,0,3,0,4,7,37,5,56,12,8,5,3,0,0,0,0,0,1,2020-09-12,1976-01-01,Master,Together
6147,1,25818.00000000,0,51,0,0,1,2,7,5,2,8,2,2,9,3,0,0,0,0,0,1,2020-10-18,1971-01-01,Graduation,Divorced
6262,0,72217.00000000,0,93,0,3,10,8,2,816,42,450,55,56,154,3,0,0,0,0,0,1,2020-04-10,1962-01-01,Master,Single
8659,0,69805.00000000,1,50,0,6,8,11,2,750,71,174,13,10,20,3,0,0,0,0,0,1,2020-01-21,1952-01-01,PhD,Together
87,1,27733.00000000,0,16,0,2,0,3,7,0,7,5,26,2,17,3,0,0,0,0,0,1,2020-08-26,1981-01-01,"2n Cycle",Married
9907,0,66476.00000000,1,80,0,6,8,10,4,742,28,152,25,9,57,3,0,0,0,0,0,1,2020-12-04,1969-01-01,Master,Together
1916,0,45736.00000000,1,92,0,7,1,6,7,188,3,180,20,3,43,3,0,0,0,0,0,1,2020-07-24,1954-01-01,Master,Married
3969,0,43018.00000000,1,46,0,2,2,2,5,35,4,17,7,6,64,3,0,0,0,0,0,1,2020-11-01,1974-01-01,Master,Together
11091,1,34587.00000000,1,68,0,1,0,3,4,7,2,9,2,0,2,3,0,0,0,0,0,1,2020-05-16,1953-01-01,Graduation,Together
1008,0,44953.00000000,0,31,0,7,3,13,6,728,17,133,11,8,124,3,0,0,0,0,0,1,2020-12-21,1981-01-01,PhD,Together
9729,1,58275.00000000,1,48,0,8,2,7,7,189,10,253,56,43,64,3,0,0,0,0,0,1,2020-06-02,1955-01-01,Graduation,Widow
3104,0,82332.00000000,0,89,0,5,3,12,2,830,59,968,51,79,19,3,0,0,0,0,0,1,2020-09-17,1961-01-01,Graduation,Single
5991,0,48150.00000000,1,24,0,5,1,4,7,173,2,39,3,2,47,3,0,0,0,0,0,1,2020-06-08,1949-01-01,Master,Married
340,0,72967.00000000,1,1,0,7,2,8,5,158,35,179,0,0,125,3,0,0,0,0,0,1,2020-12-15,1970-01-01,Graduation,Divorced
6183,0,58646.00000000,1,3,0,2,1,4,4,62,1,44,6,5,22,3,0,0,0,0,0,1,2020-06-10,1962-01-01,Master,Married
1407,1,20425.00000000,0,5,0,2,0,3,7,4,12,5,3,16,17,3,0,0,0,0,0,1,2020-10-29,1986-01-01,Basic,Married
5802,0,14188.00000000,0,40,0,2,0,4,6,2,7,11,16,12,27,3,0,0,0,0,0,1,2020-02-28,1972-01-01,Basic,Married
2909,0,78128.00000000,1,89,0,8,4,6,3,934,24,230,16,24,36,3,0,0,0,0,0,1,2020-02-19,1974-01-01,PhD,Married
1241,1,14796.00000000,0,1,0,1,0,3,9,13,3,8,7,4,16,3,0,0,0,0,0,1,2020-09-17,1984-01-01,"2n Cycle",Married
6544,0,67911.00000000,1,63,0,6,7,11,3,529,0,356,63,28,0,3,0,0,0,0,0,1,2020-05-22,1949-01-01,PhD,Together
1055,1,53204.00000000,1,40,0,1,0,3,4,29,0,8,2,0,6,3,0,0,0,0,0,1,2020-03-20,1976-01-01,Master,Married
3422,0,76068.00000000,1,67,0,2,3,4,6,1115,12,128,33,12,76,3,0,0,0,0,0,1,2020-11-29,1975-01-01,Graduation,Married
1103,1,81929.00000000,0,60,0,4,4,10,6,1486,55,278,49,0,185,3,0,0,0,0,0,1,2020-09-29,1976-01-01,Master,Married
975,1,54252.00000000,1,25,0,4,1,5,6,178,4,26,8,4,44,3,0,0,0,0,0,1,2020-05-28,1956-01-01,Graduation,Single
7428,0,80144.00000000,0,47,0,3,7,8,1,240,132,445,250,192,108,3,0,0,0,0,0,1,2020-09-30,1975-01-01,Graduation,Together
11031,1,48699.00000000,1,90,0,1,0,3,5,26,1,10,2,0,1,3,0,0,0,0,0,1,2020-05-21,1950-01-01,PhD,Married
1146,0,49912.00000000,1,5,0,10,5,7,8,520,8,223,32,49,42,3,0,0,0,0,0,1,2020-09-07,1949-01-01,Master,Together
7734,0,79244.00000000,0,58,0,4,10,7,1,471,102,125,212,61,245,3,0,0,0,0,0,1,2020-12-19,1993-01-01,Graduation,Absurd
3107,0,71322.00000000,1,31,0,4,1,7,2,121,24,124,24,15,42,3,0,0,0,0,0,1,2020-05-02,1976-01-01,Graduation,Together
2686,0,22390.00000000,0,49,0,1,0,2,7,0,1,4,15,1,5,3,0,0,0,0,0,1,2020-10-21,1969-01-01,Basic,Together
4865,1,53367.00000000,1,2,0,5,1,8,7,229,7,140,10,3,11,3,0,0,0,0,0,1,2020-08-31,1974-01-01,Master,Divorced
7901,0,34109.00000000,1,39,0,0,0,3,4,9,1,5,2,1,4,3,0,0,0,0,0,1,2020-11-06,1971-01-01,Master,Married
6507,1,30828.00000000,0,16,0,1,1,4,3,16,11,15,2,0,12,3,0,0,0,0,0,1,2020-10-04,1980-01-01,Graduation,Single
6343,0,79823.00000000,1,6,0,6,9,7,2,835,73,380,114,73,43,3,0,0,0,0,0,1,2020-03-31,1959-01-01,Graduation,Married
2802,0,87000.00000000,0,61,0,4,6,7,2,196,25,607,67,17,49,3,0,0,0,0,0,1,2020-12-15,1992-01-01,"2n Cycle",Married
1052,0,56796.00000000,1,24,0,8,9,7,7,656,38,161,62,47,37,3,0,0,0,0,0,1,2020-02-16,1969-01-01,Graduation,Married
5250,0,0.00000000,0,75,0,5,5,11,1,532,126,490,164,126,126,3,0,0,0,0,0,1,2020-10-30,1943-01-01,Master,Widow
5396,0,68487.00000000,0,48,0,9,7,13,4,758,12,385,33,89,89,3,0,0,0,0,0,1,2020-01-13,1988-01-01,Graduation,Married
6497,0,51651.00000000,1,32,0,6,2,5,8,293,6,23,13,6,92,3,0,0,0,0,0,1,2020-11-07,1960-01-01,Graduation,Married
3117,0,0.00000000,1,95,0,6,1,5,7,264,0,21,12,6,147,3,0,0,0,0,0,1,2020-10-18,1955-01-01,Graduation,Single
4643,1,27803.00000000,0,40,0,3,0,4,8,8,26,46,38,9,49,3,0,0,0,0,0,1,2020-08-26,1973-01-01,Graduation,Married
10339,0,0.00000000,1,83,0,4,1,4,6,161,0,22,0,0,24,3,0,0,0,0,0,1,2020-06-23,1954-01-01,Master,Together
5079,1,0.00000000,1,82,0,2,1,3,8,71,1,16,0,0,9,3,0,0,0,0,0,1,2020-03-03,1971-01-01,Graduation,Married
954,0,22123.00000000,0,77,0,2,1,3,5,3,3,24,34,7,31,3,0,0,0,0,0,1,2020-03-27,1960-01-01,Basic,Widow
6958,1,27889.00000000,0,42,0,1,1,2,6,14,0,4,0,0,8,3,0,0,0,0,0,1,2020-07-05,1977-01-01,Master,Married
10281,1,64713.00000000,0,11,0,5,5,7,4,180,60,241,13,54,54,3,0,0,0,0,0,1,2020-02-07,1970-01-01,Graduation,Divorced
2254,0,69520.00000000,0,95,0,9,6,5,5,627,120,414,121,80,93,3,0,0,0,0,0,1,2020-07-07,1983-01-01,Graduation,Married
10643,0,42000.00000000,0,23,0,5,2,11,5,124,83,267,85,59,35,3,0,0,0,0,0,1,2020-01-10,1987-01-01,PhD,Single
5517,1,25293.00000000,0,51,0,1,1,2,8,15,0,11,0,2,9,3,0,0,0,0,0,1,2020-09-15,1969-01-01,Graduation,Married
2712,0,71866.00000000,1,85,0,6,3,10,3,184,178,178,103,39,33,3,0,0,0,0,0,1,2020-12-25,1956-01-01,Graduation,Married
2406,0,54591.00000000,1,63,0,6,2,8,5,376,4,94,12,9,24,3,0,0,0,0,0,1,2020-08-05,1949-01-01,Graduation,Together
1655,1,34350.00000000,0,81,0,1,0,3,7,16,3,15,2,1,11,3,0,0,0,0,0,1,2020-10-19,1979-01-01,Graduation,Together
10500,1,31761.00000000,0,96,0,3,0,4,5,19,1,20,16,14,28,3,0,0,0,0,0,1,2020-04-05,1984-01-01,Graduation,Married
7899,0,77610.00000000,1,70,0,4,7,4,7,1245,33,332,21,33,16,3,0,0,0,0,0,1,2020-10-29,1952-01-01,PhD,Married
6103,0,42192.00000000,0,40,0,2,1,3,4,40,15,15,17,6,7,3,0,0,0,0,0,1,2020-09-06,1948-01-01,Graduation,Married
123,0,67046.00000000,1,92,0,4,5,4,2,544,35,133,23,151,107,3,0,0,0,0,0,1,2020-01-06,1951-01-01,Graduation,Widow
10897,0,67445.00000000,1,63,0,9,6,12,6,757,80,217,29,80,11,3,0,0,0,0,0,1,2020-08-12,1974-01-01,Graduation,Married
322,1,42554.00000000,1,93,0,2,0,3,4,29,1,11,0,0,0,3,0,0,0,0,0,1,2020-01-12,1978-01-01,Graduation,Together
2345,0,70038.00000000,0,54,0,4,4,8,2,587,54,348,71,54,130,3,0,0,0,0,0,1,2020-10-25,1982-01-01,PhD,Together
1612,1,0.00000000,0,82,0,3,0,3,6,23,0,15,0,2,7,3,0,0,0,0,0,1,2020-05-31,1981-01-01,PhD,Single
8775,1,38361.00000000,0,74,0,3,1,3,7,39,0,56,20,8,14,3,0,0,0,0,0,1,2020-12-27,1969-01-01,Graduation,Together
7187,1,0.00000000,1,52,0,4,10,4,3,375,42,48,94,66,96,3,0,0,0,0,0,1,2020-05-18,1969-01-01,Master,Together
10061,0,59462.00000000,1,29,0,9,2,12,7,724,17,143,0,8,196,3,0,0,0,0,0,1,2020-01-05,1950-01-01,Graduation,Married
1071,0,70179.00000000,1,10,0,7,3,13,5,532,88,168,69,44,133,3,0,0,0,0,0,1,2020-07-21,1976-01-01,PhD,Divorced
7441,1,71128.00000000,0,80,0,2,10,12,7,958,159,447,20,0,31,3,0,0,0,0,0,1,2020-10-06,1973-01-01,Graduation,Divorced
6673,0,23478.00000000,0,51,0,3,0,3,8,28,6,27,12,17,39,3,0,0,0,0,0,1,2020-03-19,1965-01-01,Graduation,Single
6382,1,48794.00000000,1,97,0,1,0,3,4,25,0,11,3,0,15,3,0,0,0,0,0,1,2020-06-26,1953-01-01,Graduation,Together
10509,1,36927.00000000,1,46,0,3,0,3,8,51,0,16,0,0,4,3,0,0,0,0,0,1,2020-06-02,1955-01-01,Master,Single
2591,0,76320.00000000,1,49,0,6,3,4,2,526,35,214,69,53,35,3,0,0,0,0,0,1,2020-06-22,1959-01-01,Graduation,Widow
4426,1,55801.00000000,1,35,0,7,2,6,7,367,4,51,6,4,95,3,0,0,0,0,0,1,2020-09-22,1975-01-01,Graduation,Single
626,1,32871.00000000,1,28,0,1,0,3,4,22,2,12,0,2,5,3,0,0,0,0,0,1,2020-03-09,1951-01-01,Graduation,Married
2079,0,81044.00000000,0,0,0,5,6,10,1,450,26,535,73,98,26,3,0,0,0,0,0,1,2020-12-27,1947-01-01,"2n Cycle",Married
3507,1,76467.00000000,0,44,0,2,5,5,6,676,161,426,210,44,58,3,0,0,0,0,0,1,2020-08-17,1970-01-01,Graduation,Single
10701,0,65308.00000000,0,60,0,7,8,12,4,713,0,264,120,80,34,3,0,0,0,0,0,1,2020-09-11,1973-01-01,Graduation,Married
4268,0,53154.00000000,1,50,0,3,1,4,4,129,0,21,0,1,7,3,0,0,0,0,0,1,2020-06-09,1959-01-01,Graduation,Married
5474,1,43020.00000000,0,79,0,4,1,4,6,45,7,99,4,25,43,3,0,0,0,0,0,1,2020-11-30,1970-01-01,Graduation,Single
4095,1,37150.00000000,0,80,0,4,3,6,7,167,37,64,49,34,116,3,0,0,0,0,0,1,2020-09-11,1971-01-01,Graduation,Married
5454,1,45057.00000000,0,80,0,2,0,3,5,37,0,7,3,0,3,3,0,0,0,0,0,1,2020-12-01,1979-01-01,Master,Married
8416,1,29009.00000000,0,19,0,2,0,3,6,6,6,15,10,5,2,3,0,0,0,0,0,1,2020-11-29,1981-01-01,Graduation,Married
4974,1,83273.00000000,2,98,0,4,6,9,7,433,89,650,16,102,102,3,0,0,0,0,0,1,2020-09-25,1970-01-01,Graduation,Single
5631,0,49767.00000000,0,92,0,5,4,8,4,202,47,197,55,42,149,3,0,0,0,0,0,1,2020-05-02,1991-01-01,Graduation,Single
5628,0,61416.00000000,0,25,0,10,3,10,6,848,154,323,201,61,78,3,0,0,0,0,0,1,2020-02-08,1982-01-01,Graduation,Together
6568,1,38680.00000000,0,97,0,2,0,3,7,11,0,36,15,5,12,3,0,0,0,0,0,1,2020-03-28,1984-01-01,Graduation,Married
5872,0,60689.00000000,1,23,0,4,4,10,3,240,90,216,63,6,24,3,0,0,0,0,0,1,2020-06-01,1951-01-01,Graduation,Single
4786,1,75330.00000000,1,94,0,10,3,12,6,555,82,257,93,61,61,3,0,0,0,0,0,1,2020-10-04,1977-01-01,Graduation,Married
9119,0,60905.00000000,1,27,0,3,3,7,2,208,17,76,36,17,38,3,0,0,0,0,0,1,2020-12-05,1950-01-01,Graduation,Together
983,1,40059.00000000,0,82,0,6,2,3,8,110,29,92,28,10,145,3,0,0,0,0,0,1,2020-09-28,1984-01-01,Graduation,Married
3491,0,55914.00000000,1,32,0,11,6,8,7,384,60,364,119,101,232,3,0,0,0,0,0,1,2020-04-29,1975-01-01,Graduation,Together
8625,1,17649.00000000,0,70,0,3,0,3,8,15,1,23,0,5,1,3,0,0,0,0,0,1,2020-11-12,1976-01-01,Graduation,Married
3799,0,67225.00000000,1,4,0,7,2,11,5,315,35,322,46,7,143,3,0,0,0,0,0,1,2020-11-26,1955-01-01,Graduation,Married
3945,0,68117.00000000,1,80,0,11,8,4,6,618,44,215,0,17,36,3,0,0,0,0,0,1,2020-03-10,1947-01-01,PhD,Widow
10001,1,7500.00000000,0,98,0,2,1,3,9,5,17,17,13,14,34,3,0,0,0,0,0,1,2020-08-01,1985-01-01,"2n Cycle",Together
9323,0,49912.00000000,1,5,0,10,5,7,8,520,8,223,32,49,42,3,0,0,0,0,0,1,2020-09-07,1949-01-01,Master,Together
153,0,23272.00000000,0,29,0,1,0,3,4,19,3,6,4,2,12,3,0,0,0,0,0,1,2020-10-17,1953-01-01,Graduation,Divorced
4198,1,29672.00000000,1,6,0,0,0,3,6,9,1,3,0,4,8,3,0,0,0,0,0,1,2020-03-12,1965-01-01,Graduation,Together
9423,1,32765.00000000,0,49,0,2,0,4,5,13,3,17,7,3,3,3,0,0,0,0,0,1,2020-02-23,1979-01-01,Master,Married
4837,0,71322.00000000,1,57,0,8,5,13,4,753,43,226,69,10,204,3,0,0,0,0,0,1,2020-02-16,1965-01-01,PhD,Married
7861,0,77027.00000000,1,23,0,8,3,6,4,820,57,242,45,0,11,3,0,0,0,0,0,1,2020-02-05,1952-01-01,Master,Married
4954,1,48195.00000000,1,53,0,4,2,5,6,106,27,68,52,7,5,3,0,0,0,0,0,1,2020-01-21,1956-01-01,Graduation,Married
6214,1,43815.00000000,0,53,0,2,0,3,6,14,10,29,4,7,15,3,0,0,0,0,0,1,2020-04-05,1982-01-01,Master,Married
9829,1,28587.00000000,0,42,0,2,0,4,6,22,4,17,12,10,13,3,0,0,0,0,0,1,2020-02-12,1978-01-01,Graduation,Together
2375,1,30261.00000000,2,75,0,0,0,3,8,8,0,5,0,3,6,3,0,0,0,0,0,1,2020-09-25,1972-01-01,Graduation,Together
255,1,22263.00000000,1,31,1,1,0,3,6,17,0,2,0,0,2,3,0,0,0,0,0,1,2020-03-30,1951-01-01,Graduation,Divorced
10598,1,27943.00000000,1,89,0,2,0,3,8,12,1,16,4,1,3,3,0,0,0,0,0,1,2020-04-15,1967-01-01,Graduation,Together
7042,0,36790.00000000,0,14,0,2,1,2,9,3,3,14,15,21,10,3,0,0,0,0,0,1,2020-03-01,1983-01-01,Graduation,Married
4102,1,37284.00000000,1,46,0,0,0,3,6,11,1,2,2,1,6,3,0,0,0,0,0,1,2020-03-29,1975-01-01,"2n Cycle",Married
3262,0,68281.00000000,0,31,0,2,9,13,5,995,112,417,42,48,41,3,0,0,0,0,0,1,2020-08-07,1958-01-01,Graduation,Single
1951,0,34445.00000000,0,92,0,11,2,8,9,228,122,122,208,129,30,3,0,0,0,0,0,1,2020-01-27,1981-01-01,Basic,Married
500,0,96876.00000000,0,79,0,7,7,9,2,908,43,735,40,194,21,3,0,0,0,0,0,1,2020-08-06,1977-01-01,Graduation,Together
3657,1,39146.00000000,0,1,0,4,0,4,8,94,1,33,13,12,12,3,0,0,0,0,0,1,2020-02-14,1986-01-01,Graduation,Single
2002,0,71964.00000000,0,81,0,5,6,5,3,587,51,932,180,34,86,3,0,0,0,0,0,1,2020-05-20,1958-01-01,Graduation,Divorced
832,0,65814.00000000,1,90,0,8,2,10,5,561,14,113,10,14,35,3,0,0,0,0,0,1,2020-03-02,1966-01-01,PhD,Together
6870,0,68805.00000000,1,73,0,3,1,7,2,182,2,49,17,13,20,3,0,0,0,0,0,1,2020-09-17,1959-01-01,PhD,Divorced
405,0,41638.00000000,1,68,0,5,5,3,8,315,0,31,4,0,91,3,0,0,0,0,0,1,2020-02-13,1964-01-01,Graduation,Divorced
3599,0,63684.00000000,1,61,0,8,4,8,5,575,80,428,208,93,80,3,0,0,0,0,0,1,2020-11-26,1970-01-01,Graduation,Married
7181,0,30368.00000000,1,97,0,2,0,3,8,35,0,13,2,0,2,3,0,0,0,0,0,1,2020-11-07,1977-01-01,Graduation,Married
9923,1,46423.00000000,1,6,0,2,0,4,7,68,0,16,0,0,8,3,0,0,0,0,0,1,2020-09-18,1972-01-01,Master,Single
6679,0,33279.00000000,0,29,0,0,0,3,3,10,3,3,0,0,0,3,0,0,0,0,0,1,2020-06-12,1966-01-01,Graduation,Single
4023,1,22979.00000000,0,29,0,3,2,2,8,16,17,19,20,21,22,3,0,0,0,0,0,1,2020-09-06,1970-01-01,Graduation,Married
10757,1,28420.00000000,0,36,0,1,0,2,6,4,2,5,2,0,0,3,0,0,0,0,0,1,2020-12-24,1967-01-01,PhD,Divorced
4860,1,24206.00000000,0,66,0,1,0,3,6,7,2,8,3,2,3,3,0,0,0,0,0,1,2020-03-08,1970-01-01,Graduation,Single
176,0,67506.00000000,1,73,0,4,1,6,3,90,38,67,33,36,67,3,0,0,0,0,0,1,2020-01-02,1980-01-01,"2n Cycle",Single
5370,1,32644.00000000,0,38,0,7,1,6,8,239,3,141,0,7,23,3,0,0,0,0,0,1,2020-01-16,1973-01-01,PhD,Married
10841,0,56559.00000000,1,46,0,4,3,8,4,226,22,133,41,31,31,3,0,0,0,0,0,1,2020-12-25,1975-01-01,PhD,Together
4122,0,79205.00000000,0,73,0,6,5,4,4,504,23,117,179,28,44,3,0,0,0,0,0,1,2020-08-29,1975-01-01,Graduation,Married
6815,0,96547.00000000,0,4,0,7,6,8,2,448,21,125,52,101,62,3,0,0,0,0,0,1,2020-05-23,1980-01-01,"2n Cycle",Married
4547,1,13672.00000000,1,86,0,1,0,3,8,6,2,9,2,1,5,3,0,0,0,0,0,1,2020-04-17,1960-01-01,Graduation,Together
10164,0,94472.00000000,1,75,0,5,5,5,5,1017,33,417,108,100,16,3,0,0,0,0,0,1,2020-04-03,1958-01-01,Graduation,Single
6248,0,91712.00000000,0,47,0,9,7,11,3,1276,24,746,94,29,48,3,0,0,0,0,0,1,2020-10-17,1947-01-01,Master,Single
8212,0,39791.00000000,1,89,0,3,1,4,7,85,15,27,13,13,21,3,0,0,0,0,0,1,2020-03-28,1971-01-01,Master,Married
10949,0,72968.00000000,0,8,0,5,5,8,3,1092,37,592,145,37,55,3,0,0,0,0,0,1,2020-12-16,1963-01-01,PhD,Divorced
9797,0,58116.00000000,1,38,0,3,3,8,2,228,19,130,4,11,51,3,0,0,0,0,0,1,2020-04-13,1956-01-01,Graduation,Married
898,1,23477.00000000,0,39,0,3,0,4,8,38,15,54,3,8,29,3,0,0,0,0,0,1,2020-10-21,1986-01-01,Graduation,Married
4552,0,51373.00000000,0,37,0,3,5,3,4,83,2,101,64,26,117,3,0,0,0,0,0,1,2020-06-22,1991-01-01,Graduation,Married
10821,1,57113.00000000,1,45,0,4,1,5,7,182,4,33,0,2,42,3,0,0,0,0,0,1,2020-02-06,1978-01-01,Graduation,Married
8619,0,21994.00000000,1,4,0,0,0,3,5,9,0,6,3,1,3,3,0,0,0,0,0,1,2020-12-24,1957-01-01,Graduation,Together
1406,1,53201.00000000,1,49,0,6,3,5,7,280,7,81,20,0,27,3,0,0,0,0,0,1,2020-02-12,1975-01-01,Graduation,Single
4470,0,58646.00000000,1,3,0,2,1,4,4,62,1,44,6,5,22,3,0,0,0,0,0,1,2020-06-10,1962-01-01,Master,Married
3334,0,94642.00000000,0,35,0,5,7,9,1,879,143,797,106,143,143,3,0,0,0,0,0,1,2020-02-12,1951-01-01,Graduation,Married
8524,1,25509.00000000,0,15,0,3,0,3,9,40,3,30,10,7,11,3,0,0,0,0,0,1,2020-09-18,1974-01-01,PhD,Divorced
3032,1,24570.00000000,0,97,0,4,0,4,9,28,34,62,11,14,44,3,0,0,0,0,0,1,2020-02-27,1984-01-01,Graduation,Married
10913,1,31385.00000000,0,56,0,1,0,2,8,3,2,12,0,1,9,3,0,0,0,0,0,1,2020-12-05,1984-01-01,Master,Single
9289,1,36781.00000000,0,16,0,2,1,2,8,29,1,17,0,3,13,3,0,0,0,0,0,1,2020-04-10,1979-01-01,Graduation,Married
4867,1,38236.00000000,1,2,0,3,0,4,7,58,0,18,2,0,10,3,0,0,0,0,0,1,2020-09-20,1968-01-01,PhD,Single
5117,0,32632.00000000,0,32,0,4,4,8,5,63,151,137,153,19,53,3,0,0,0,0,0,1,2020-08-02,1963-01-01,"2n Cycle",Married
10311,0,4428.00000000,1,0,0,25,0,0,1,16,4,12,2,4,321,3,0,0,0,0,0,1,2020-10-05,1969-01-01,Graduation,Married
8360,1,54690.00000000,1,76,0,3,1,5,3,111,16,37,7,9,18,3,0,0,0,0,0,1,2020-11-07,1971-01-01,"2n Cycle",Married
9507,0,40794.00000000,1,18,0,6,3,5,7,261,23,73,4,23,50,3,0,0,0,0,0,1,2020-04-07,1975-01-01,Graduation,Married
2452,1,34600.00000000,1,8,0,5,2,5,8,199,33,60,8,3,15,3,0,0,0,0,0,1,2020-01-01,1971-01-01,Graduation,Together
4338,1,39062.00000000,0,28,0,1,0,3,4,23,0,9,0,0,12,3,0,0,0,0,0,1,2020-03-25,1983-01-01,Graduation,Single
6281,0,55686.00000000,1,27,0,6,3,5,4,673,0,199,37,47,26,3,0,0,0,0,0,1,2020-02-14,1966-01-01,Graduation,Divorced
4331,0,85738.00000000,0,41,0,3,6,11,1,913,26,376,17,26,13,3,0,0,0,0,0,1,2020-01-23,1978-01-01,Master,Together
8537,0,72643.00000000,0,60,0,3,10,7,2,526,80,553,123,94,53,3,0,0,0,0,0,1,2020-02-27,1949-01-01,Graduation,Widow
